User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
LORNA GRAY,@graylv123,2023-01-25 17:32:44,@_Dean45 Because it is a Ponzi Scheme and they targeted High Profile  Bolt to bring in new Clients for new money to keep cash flow while the embezzel the current Clients!!!!,,https://www.twitter.com/user/status/1618300854553174016,0,0,0.02
🇺🇸Brian🇺🇸,@BDMtoday,2023-01-25 17:32:41,"@DrQuintinBostic I don't think you were targeted. You were investigated. That's what ""investigative journalism"" is... You were INVESTIGATED... Video doesn't really lie all too easily.",,https://www.twitter.com/user/status/1618300838686101504,0,1,0.1
ActionForLife,@actionforlifeFL,2023-01-25 17:32:40,"RT @The_FJC: All the assholes trying to capitalize on Trump being targeted by AG Garland are now all busted, Pence included.  God does have a great sense of humor, doesn't He. 🤣",,https://www.twitter.com/user/status/1618300836760911873,0,0,11.7
Paradzai DUBE,@MbiziTheGreat,2023-01-25 17:32:35,RT @NdawanaI: The anslaught against Citizens Coalition For Change in targeted arrests has brought more harm than good. These are purely internal sanctions which deprive democratic liberties and other freedoms enshrined in our national constitution. Law has totally broken down under brutality. https://t.co/btTa82iUZd,,https://www.twitter.com/user/status/1618300812824031233,0,0,0.78
LizardForYe24,@Komodoom,2023-01-25 17:32:34,"@elonmusk @BretWeinstein Very much so Elon, @NickJFuentes and @ali have been unfairly targeted with report bots and got resuspended after 24hrs, along with Nick Fuentes being delisted from the trending pages and on hashtags. I know you want Free Spech but this abuse of censorship is damaging our trust!",,https://www.twitter.com/user/status/1618300810433269760,1,19,0.14
Andrei ☭ (he/him),@TheRedBelgian,2023-01-25 17:32:33,"RT @RedFalconFNI: So let's go over a few things. I had no idea who @Infrahaz was, until he insinuated a targeted harassment campaign for talking about the well documented historical event Sullivan-Clinton campaign. He tried to use this to achieve relevance. (He still can't break 120 likes on a 1/7",,https://www.twitter.com/user/status/1618300808558432256,0,0,1.14
The Nomadic Jag,@TheNomadicJag,2023-01-25 17:32:31,"RT @wjxt4: BREAKING: Nearly a year after a father of four was gunned down in what police believe was a targeted ambush shooting in Jacksonville Beach, police and the state attorney’s office announced an arrest in the case Wednesday. Full story: https://t.co/A3vN2iwGdw https://t.co/gDJFHdfJYT",,https://www.twitter.com/user/status/1618300799062536193,0,0,0.14
侯羽,@LALIPUSOU,2023-01-25 17:32:28,"RT @mfdraws: Lockon Stratos,Targeted and firing! 

Commission work https://t.co/Ei7fiPYMcK",,https://www.twitter.com/user/status/1618300787251359746,0,0,0.01
PepoG,@PepoG13,2023-01-25 17:32:25,"@Firstsavage3 @EdtheSock So we should look at this as a symptom of capitalism, not race. Yes POC are more targeted, but this is a consequence of their average financial status being worse off than non-POC's largely due to generational wealth.",,https://www.twitter.com/user/status/1618300774869790722,0,0,0.03
Sun Raise,@Sunterareum,2023-01-25 17:32:23,RT @TheoFleury14: Know that Alberta has been targeted by the WEF they know if we go down so does Canada 🇨🇦 Hold The Line!!!!,,https://www.twitter.com/user/status/1618300762756636674,0,0,1.06
high-powered mutant of some kind,@amandatoryfigs,2023-01-25 17:32:21,"RT @ThatsAMiss: @davenewworld_2 @queenie4rmnola In 1984 when congress amended the Comprehensive Drug Abuse Prevention and Control Act they had already given police military garb, paid them to participate in the imaginary war in drugs, and made it legal to keep things seized. Wasn’t long before it became targeted efforts. https://t.co/4yoPJsAKII",,https://www.twitter.com/user/status/1618300757949964289,0,0,0.36
anthony simonaitis,@ASimonaitis,2023-01-25 17:32:21,@rohangilkes @IanCopeland5 This would be even more dramatic if you lowered the denominator  buy bumping the sample age to 75 😉. The point here is targeted interventions. Modest ppl are not at risk and the PH vaccine program has been a shit show. They lost many ppl to the nonsense.,,https://www.twitter.com/user/status/1618300757383712774,0,0,0.05
Barracuda,@BarracudaVol1,2023-01-25 17:32:20,"According to the Russian TG sources, Ukrainian Army targeted Kremmina with 5x M142 HIMARS missiles.",,https://www.twitter.com/user/status/1618300752921006080,2,16,31.9
Mohammad Nazish Shekh,@nzhshk,2023-01-25 17:32:13,"RT @ndtv: .@TruthvsHype | Kashmiri Pandit government employees who've been protesting with the demand that they be moved out of the Valley in light of targeted killings, say while BJP has done little for Pandits' cause since coming to power, they'd still vote for them out of ""blind faith"" https://t.co/rp023zI6gV",,https://www.twitter.com/user/status/1618300722017361921,0,0,0.46
PRMAC_Consulting,@HarassNoMore,2023-01-25 17:32:08,The negative impact of all forms of #bullying in student years can leave long-term scars on those targeted for abuse. https://t.co/808c4g26cY,,https://www.twitter.com/user/status/1618300700165050368,0,0,25.33
El Malik,@MalikHaze88,2023-01-25 17:32:05,@joshuabarbin1 @JayVTheGreat Unfortunately I do not believe Ripple will get the favorable outcome everyone thinks they may get. Our hopes is that the SEC's argument falls short of the secondary markets and is only targeted at Ripple's sales of XRP somehow to allow us retail users to continue trading it,,https://www.twitter.com/user/status/1618300688907522049,0,1,1.26
Miss Mona,@MyLisa6,2023-01-25 17:31:56,"@CP24 Absolutely ridiculous...Since they realize that the plane capacity is not conducive to the amount of passengers, how about sending larger plane and not these small archaic looking toy plane that they use. They have reduced the flight days and now this. This feels targeted!!!!",,https://www.twitter.com/user/status/1618300650210877441,0,0,0.0
