User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
🪴Robyn#EarthyJoys🕊🌾,@Robyntwo,2023-01-19 07:15:03,"RT @LetsGetPfizered: @pilcher_pat A major driver for her premature departure amongst others
Her fathers cancer diagnosis
Genuinely wanting to spend time with family get married raise her daughter
Death threats and violence targeted at her
Burnt out 
Tired of insane/unfair hatred &amp; vitriol by ungrateful Kiwis",,https://www.twitter.com/user/status/1615971080841355264,0,0,0.46
🫑’s Dad,@DammitCripple,2023-01-19 07:14:54,@scratchytaco @geminidream0610 @jack_eggy @NHLFoley He’s being “targeted” because he’s the lone player in the league refusing to wear a jersey.  Christians really wanna be oppressed that bad after being the oppressor since forever😂😂 https://t.co/KGddF7yN2i,,https://www.twitter.com/user/status/1615971041184043009,0,0,0.73
Claire Umurungi,@ClaireMrgi,2023-01-19 07:14:50,"@Kanyabugoyi13 @TheoMpoze @jumuiya @RFI *... to kill all Tutsis"" is same old lie used everywhere in the region. How come it's only Tutsis targeted by all those groups?",,https://www.twitter.com/user/status/1615971024289366016,0,0,0.31
tg fano💚💛❤️አፄዎቹ 🇪🇹,@tg24760604,2023-01-19 07:14:48,"RT @AlemuRutta: The Amhara People should not have to live in constant fear of being targeted and killed simply because of their ethnicity. #AmharaGenocide
#AmharaGenocideInOromia 
@UNHumanRights @hrw @ClooneyFDN @Pontifex @antonioguterres @mbachelet @amnesty @GenocideWatch1 https://t.co/F7SKSmAhf9",,https://www.twitter.com/user/status/1615971016869642240,0,0,0.54
TruthPirateJacquette,@KayeKittyKitti1,2023-01-19 07:14:41,"@SergioVengeance @Kelledin @2457klhu @tip_ct @jarbot15 @BluesElmwood @AngryFleas @EducatingTrump2 @JonRFleming @LSchaffer16 @TastyMorsel6 @AntWindmill @AcrytearsMag @__TeekeeMon @Karlton111 @Synyster63 @CRogers1973 @MagaPhoenix73 @jkoff609 @Blueresin1 @TShadowKnow @Manny_Street @MistressRedWasp @WebGuyTV @AgainMothra @VinceGottalotta @JammingOnTheOne @patriot_gypsy @DigiMalice @Pis0Mojado @Trumpcrazytrain @LordButters22 @CraigCastleber1 @emerichathome @TommieStephsYup @TrumpLOST5 @UltraGlamma @BrulePhd @417craig @theTennPatriot @CollusionTech @Billenjoylife @Section_230 @KleeOntheRight @angry_mema @missled2u @BeastofOrem @NoBusinessYours @Inugamiz Did u even read this?  Where are the letters they speak of.? The only reference I can find is about addressing posts that threaten police officers or other targeted ppl.  You cannot threaten ppl,, thats not a demand from Pres Trump, thats the law.",,https://www.twitter.com/user/status/1615970989887688707,0,1,0.07
Xenaclone2,@xenaclone2,2023-01-19 07:14:32,"RT @EleanorRylance: So, the “levelling up” bids are announced, and it turns out the Tories are sending lots of *our* money in very targeted ways to Tory marginal constituencies. 

I’m not sure extending Dinan Way is quite the vote-winner some people think it is…",,https://www.twitter.com/user/status/1615970949181972480,0,0,1.8
新潟大学小児科研究室,@Niigata_ped_lab,2023-01-19 07:14:30,"NKp44-based #CARTcell showed high expression of the CAR protein (Fig. 2B). The comparable expansion folds of NKp44-based CAR T cells compared to CD19-targeted CAR T cells (Fig. 2B).
#小児科血液研究室 #SoftTissueSarcoma #SynovialSarcoma
https://t.co/wTk9Wp9i7I https://t.co/Tar6PHjMLm",,https://www.twitter.com/user/status/1615970940726218756,1,5,5.58
Engr. Kingsley,@_realkingsley,2023-01-19 07:14:19,International media helping to track fake news targeted at Peter Gregory Obi by opposition which Nigerians should know. All eyes are on you APC and PDP and co. https://t.co/aTyYQot9jD,,https://www.twitter.com/user/status/1615970896895672320,51,106,21.04
nazin,@SomeBoy18,2023-01-19 07:14:16,"RT @realanindita: So true nimrit, you are stating the facts. She is the most targeted person of this season still she manages to survive with a big smile on her face and holding her honesty and positivity
#SumbulTouqeerKhan #SumbulSquad #BiggBoss16 #BB16 #SumbulTouqeerKhan𓃵 #NimSum #ShivSum https://t.co/p8aruyWmmv",,https://www.twitter.com/user/status/1615970885059612672,0,0,0.14
James Steel,@Jamessteel2008,2023-01-19 07:14:07,"RT @EleanorRylance: So, the “levelling up” bids are announced, and it turns out the Tories are sending lots of *our* money in very targeted ways to Tory marginal constituencies. 

I’m not sure extending Dinan Way is quite the vote-winner some people think it is…",,https://www.twitter.com/user/status/1615970845536419840,0,0,0.7
aga misses wonho,@iwonhohyeju,2023-01-19 07:13:58,i hate targeted ads like please just leave me alone,,https://www.twitter.com/user/status/1615970807842209792,0,0,4.29
Calamityclimber,@Calamityclimber,2023-01-19 07:13:36,"@gulsher34 But he should stop himself as well. 

In the same breath he continued bashing IK's family and targeted and attacked PTI.",,https://www.twitter.com/user/status/1615970715970199552,0,0,0.04
Hiro's gallery,@HiroGallery,2023-01-19 07:13:28,"Russia carries out its aggression committing numerous war crimes and crimes against humanity, including deliberate killings of civilians, mass rocket attacks on peaceful Ukrainian cities, and targeted destruction of civilian infrastructure.",,https://www.twitter.com/user/status/1615970681765912578,1,1,12.15
Ms. Adiba 🤗,@AdibaEqubal,2023-01-19 07:13:04,"RT @realanindita: I was saying the same the way makers are editing bitching sessions of their bahus about Sumbul and shiv and trying to portray the false narrative of jagga getting targeted whereas they target Sumbul always. Hypocrisy of makers @ColorsTV @BiggBoss 
#BiggBoss16 #BB16 #ShivSum https://t.co/FpiHvMnhif",,https://www.twitter.com/user/status/1615970580393508865,0,0,0.52
Asmita Padekar,@AsmitaPadekar,2023-01-19 07:12:47,"RT @SanatanPrabhat: Abandoned Kashmiri Hindus !

Not only Kashmiri Hindus, but Hindus  who came in search of work from other States have also been targeted 

Destroy #Pakistan to eliminate jihadi #terrorism in Kashmir

#Editorial
https://t.co/2vYYGETqoj

#StopKPGenocide #Justice_4_KashmiriHindus https://t.co/9cPaT3x26E",,https://www.twitter.com/user/status/1615970511728807937,0,0,0.13
Lazy Marketing🏆,@jameshickstwi,2023-01-19 07:12:47,"This important targeted traffic technique is the difference concerning financial freedom or maybe failing, tactic can be found here https://t.co/AuYOiSJcXO https://t.co/oZXmQSSCDm",,https://www.twitter.com/user/status/1615970508222201856,0,0,109.05
Billal,@ali_billal,2023-01-19 07:12:46,"I have never seen a whole code erupt like the way NRL players are on instagram right now, strong targeted message- over to you @pvlandys https://t.co/ybtDXvxAKb",,https://www.twitter.com/user/status/1615970504443301888,0,0,0.21
Kirti Bajaj,@KirtiBa48691640,2023-01-19 07:12:37,"RT @PurpleKookie20: @ColorsTV @BeingSalmanKhan @Chingssecret @soundarya_20 @BhanotShalin You can show her being targeted narrative all you want but the truth is the strongest and most secure contestant in the house not interested to target her…so this narrative everyone targets her fails already 

#ShivThakare 
#BiggBoss16",,https://www.twitter.com/user/status/1615970469127286785,0,0,0.04
Durgesh Gupta,@Durgesh17591081,2023-01-19 07:12:25,"RT @harishbharti: @JabalpurAsharam Asaram Bapu Case is fake , an innocent Saint is targeted without any evidence!
Public Demand 
Bapuji Ko Riha Karo
#ReleaseInnocentSaint",,https://www.twitter.com/user/status/1615970417541550080,0,0,0.24
mike hunt,@scratchytaco,2023-01-19 07:12:25,@DammitCripple @geminidream0610 @jack_eggy @NHLFoley But he’s being targeted because his religion and beliefs don’t align with the rest of the puppets,,https://www.twitter.com/user/status/1615970416094216192,0,4,0.0
Bhagya,@Bhagya80480180,2023-01-19 07:12:19,"RT @SanatanPrabhat: Abandoned Kashmiri Hindus !

Not only Kashmiri Hindus, but Hindus  who came in search of work from other States have also been targeted 

Destroy #Pakistan to eliminate jihadi #terrorism in Kashmir

#Editorial
https://t.co/2vYYGETqoj

#StopKPGenocide #Justice_4_KashmiriHindus https://t.co/9cPaT3x26E",,https://www.twitter.com/user/status/1615970394271535104,0,0,0.33
Markle2k,@Markle2k,2023-01-19 07:12:18,"@bayraktar_1love The video seriously oversells the destruction in one sense and undersells it in another
It has a similar size warhead to GMLRS (of HIMARS fame) so it won't do that to the bridge. Remember the Antonovsky
OTOH, the more advanced variant has a seeker that would have targeted truck",,https://www.twitter.com/user/status/1615970388684738565,0,0,0.05
Siri B,@BhuraSiri,2023-01-19 07:12:16,"RT @realanindita: I was saying the same the way makers are editing bitching sessions of their bahus about Sumbul and shiv and trying to portray the false narrative of jagga getting targeted whereas they target Sumbul always. Hypocrisy of makers @ColorsTV @BiggBoss 
#BiggBoss16 #BB16 #ShivSum https://t.co/FpiHvMnhif",,https://www.twitter.com/user/status/1615970378433826817,0,0,0.63
NTKりょう,@team_inoue_fan,2023-01-19 07:12:14,"RT @MikeCoppinger: Naoya Inoue and Stephen Fulton have agreed to terms for a fight for Fulton's two 122-pound titles, sources tell ESPN. The bout will take place in Japan and will be streamed by ESPN+ in the morning stateside. May being targeted but no date set yet:

https://t.co/L9OFe1qZCb",,https://www.twitter.com/user/status/1615970369973911553,0,0,0.07
J2MM,@J2MM8,2023-01-19 07:11:54,@garethharding Not sure many bikers are among the targeted clients of this shopping area...😉,,https://www.twitter.com/user/status/1615970287400402946,0,0,0.0
👁loveSapphire2✨,@1Sapphire2,2023-01-19 07:11:40,"RT @MikeCoppinger: Naoya Inoue and Stephen Fulton have agreed to terms for a fight for Fulton's two 122-pound titles, sources tell ESPN. The bout will take place in Japan and will be streamed by ESPN+ in the morning stateside. May being targeted but no date set yet:

https://t.co/L9OFe1qZCb",,https://www.twitter.com/user/status/1615970227640225793,0,0,0.58
Unsolus,@UnsolusHarp,2023-01-19 07:11:16,"Go figure, I open YouTube to watch stuff before I fall asleep and get auto targeted... https://t.co/2uLFOTnoyu",,https://www.twitter.com/user/status/1615970126586593281,0,2,0.24
ザ・コブラ,@shin06021,2023-01-19 07:11:15,"RT @MikeCoppinger: Naoya Inoue and Stephen Fulton have agreed to terms for a fight for Fulton's two 122-pound titles, sources tell ESPN. The bout will take place in Japan and will be streamed by ESPN+ in the morning stateside. May being targeted but no date set yet:

https://t.co/L9OFe1qZCb",,https://www.twitter.com/user/status/1615970125211136000,0,0,0.17
@revk@toot.me.uk,@TheRealRevK,2023-01-19 07:11:10,"@cyclethecity @LDNbybike @samclifford This is entirely about noise, and not pollution, which is crazy. It also does not say the ""purpose"" has to be ""necessary"", just that the engine running is necessary for the purpose.
Maybe we need laws specifically targeted at pollution and with much clearer exceptions.",,https://www.twitter.com/user/status/1615970103769677824,0,0,2.09
| Vessel | return arc | vessel pngtuber,@NecroKnight2,2023-01-19 07:10:55,"@LeetLolth cultist...

i feel targeted... and its not even a true target...",,https://www.twitter.com/user/status/1615970039613788168,0,0,0.12
Santhosh4BJP,@Santhosh3594,2023-01-19 07:10:33,"RT @SanggitaT: @bandisanjay_bjp @narendramodi @AshwiniVaishnaw @RailMinIndia Just like Smriti Irani ji dragged Jairam Ramesh  to court for targeting her daughter you should also take KCR to court for targeting your son ..
Zero tolerance when family is targeted...
Sha!me on TRS 🤮",,https://www.twitter.com/user/status/1615969947305537536,0,0,0.39
Middle East News,@Draganov313,2023-01-19 07:10:21,A logistics convoy belonging to American terrorist army has been targeted in Baghdad province. https://t.co/5FFNAnmoWy,,https://www.twitter.com/user/status/1615969899314315264,0,1,3.37
Ishqi (Only shiv matters ),@liveon369,2023-01-19 07:10:13,"RT @realanindita: I was saying the same the way makers are editing bitching sessions of their bahus about Sumbul and shiv and trying to portray the false narrative of jagga getting targeted whereas they target Sumbul always. Hypocrisy of makers @ColorsTV @BiggBoss 
#BiggBoss16 #BB16 #ShivSum https://t.co/FpiHvMnhif",,https://www.twitter.com/user/status/1615969865034240000,0,0,0.46
Robin Raina,@r_raina,2023-01-19 07:10:08,"RT @SanatanPrabhat: Abandoned Kashmiri Hindus !

Not only Kashmiri Hindus, but Hindus  who came in search of work from other States have also been targeted 

Destroy #Pakistan to eliminate jihadi #terrorism in Kashmir

#Editorial
https://t.co/2vYYGETqoj

#StopKPGenocide #Justice_4_KashmiriHindus https://t.co/9cPaT3x26E",,https://www.twitter.com/user/status/1615969844498952197,0,0,0.1
rasika shirke🎸🎶,@Rutujaj72534971,2023-01-19 07:09:44,"RT @realanindita: I was saying the same the way makers are editing bitching sessions of their bahus about Sumbul and shiv and trying to portray the false narrative of jagga getting targeted whereas they target Sumbul always. Hypocrisy of makers @ColorsTV @BiggBoss 
#BiggBoss16 #BB16 #ShivSum https://t.co/FpiHvMnhif",,https://www.twitter.com/user/status/1615969742904504320,0,0,1.5
Sanatani Thakur 🇮🇳,@SanggitaT,2023-01-19 07:09:33,"@bandisanjay_bjp @narendramodi @AshwiniVaishnaw @RailMinIndia Just like Smriti Irani ji dragged Jairam Ramesh  to court for targeting her daughter you should also take KCR to court for targeting your son ..
Zero tolerance when family is targeted...
Sha!me on TRS 🤮",,https://www.twitter.com/user/status/1615969696276434944,3,16,7.36
uCloudify,@uCloudify,2023-01-19 07:09:32,"RT @helloshihanur: Hello, I'm a #B2B #Lea_Generation, #targeted #leadgeneration, E-mail List, and Prospect List Building Expert. Do you need help with B2B lead generation? I'm here to assist you if you need to build any kind of business list

Feel free to contact me if you have any questions
#Andre",,https://www.twitter.com/user/status/1615969690748166144,0,0,7.32
Nicky Clark,@MrsNickyClark,2023-01-19 07:09:26,I mean Mhairi Black wants misogyny to be a hate crime doesn’t she? It’s going to be a lot harder for the police to press charges if before they do they have to phone Black and check if she agrees with each targeted woman’s opinions…..,,https://www.twitter.com/user/status/1615969667897782282,36,559,12.75
Shihanur Rahman,@helloshihanur,2023-01-19 07:09:26,"Hello, I'm a #B2B #Lea_Generation, #targeted #leadgeneration, E-mail List, and Prospect List Building Expert. Do you need help with B2B lead generation? I'm here to assist you if you need to build any kind of business list

Feel free to contact me if you have any questions
#Andre",,https://www.twitter.com/user/status/1615969667759366144,1,0,0.59
るる🐸ruru,@roreruru,2023-01-19 07:09:20,also porter robinson Tokyo concert is the same night as the Hololive 4th expo concert - this is homophobia targeted specifically at me https://t.co/0VjonW2xFj,,https://www.twitter.com/user/status/1615969643327553536,0,12,9.1
#SidharthShuklafan❤️ 😌,@iShivanideshmuk,2023-01-19 07:09:20,"RT @AllAboutITV: So the captions game is going on:

1. PCC getting targeted by HMs, but in reality only PCC V/S Nimrit catfish is going on.

2. Nimirit feels betrayed by ""mandali"" in an activity where she wasn't even an option to choose from.

Way to go @ColorsTV @BiggBoss.

#BiggBoss16 #BB16",,https://www.twitter.com/user/status/1615969643038138368,0,0,1.92
Appu Jasmin Magic 🤍,@MagicJasmin,2023-01-19 07:09:17,"RT @realanindita: So true nimrit, you are stating the facts. She is the most targeted person of this season still she manages to survive with a big smile on her face and holding her honesty and positivity
#SumbulTouqeerKhan #SumbulSquad #BiggBoss16 #BB16 #SumbulTouqeerKhan𓃵 #NimSum #ShivSum https://t.co/p8aruyWmmv",,https://www.twitter.com/user/status/1615969630174023681,0,0,0.65
☆kina☆ BSD 105.5,@rrredloverrr,2023-01-19 07:09:07,@pockyhuun This feels very targeted HAKDAND,,https://www.twitter.com/user/status/1615969587803062273,0,0,0.06
Tony,@TermiteTony,2023-01-19 07:08:59,"RT @MikeCoppinger: Naoya Inoue and Stephen Fulton have agreed to terms for a fight for Fulton's two 122-pound titles, sources tell ESPN. The bout will take place in Japan and will be streamed by ESPN+ in the morning stateside. May being targeted but no date set yet:

https://t.co/L9OFe1qZCb",,https://www.twitter.com/user/status/1615969554726887427,0,0,0.04
rie,@afilmbyace,2023-01-19 07:08:26,"tw : racism  mention of slur 

i think we, his victims, women, poc, the lgbtq+ community, and all of the ppl he's targeted, made fun of and oversexualized should all collectively take him down rq it's for the best
#cancelpercy #putpercybehindbars https://t.co/67Y28DcP4c",,https://www.twitter.com/user/status/1615969417279729664,120,379,1.8
Shishu Raina 🇮🇳,@ShishuRaina,2023-01-19 07:08:20,RT @BhartiAjey: Yet another 19th Jan reminding us of Holocaust in #Kashmir that did not happen overnight. It was this trio that presided over darkest period of Kashmir history. Hindu minority was targeted for political objectives. They played villainous role &amp; collectively blamed victims. https://t.co/CsltWciPDk,,https://www.twitter.com/user/status/1615969388972380160,0,0,0.66
🔞Nova🟡⚪️🟣⚫️,@nova_plushie,2023-01-19 07:08:17,@Graham_LRR Welcome to the influencer era. Were kids are targeted no matter how young,,https://www.twitter.com/user/status/1615969378134274048,0,0,0.01
Just a person rn,@T1Making,2023-01-19 07:07:46,@Lord_grimz @WokeChurchSigns @davidmedinaofa how is it bigoted to call people who call people sinners bigots when said sinners literally can't change that they're seen that way? Believing gay people are sinners is bigoted. its not targeted towards any specific religion. unlike how they specifically target LGBT people.,,https://www.twitter.com/user/status/1615969249188626432,0,0,0.02
NRA Tally,@NRA_Tally,2023-01-19 07:07:37,49 college students fatally targeted in Iowa City with a WASR-10 Century Arms rifle. The NRA reports a fivefold increase in membership.,,https://www.twitter.com/user/status/1615969208000708609,0,0,0.43
Jyoti Jadhav,@JyotiJa26041794,2023-01-19 07:07:36,"RT @SanatanPrabhat: Abandoned Kashmiri Hindus !

Not only Kashmiri Hindus, but Hindus  who came in search of work from other States have also been targeted 

Destroy #Pakistan to eliminate jihadi #terrorism in Kashmir

#Editorial
https://t.co/2vYYGETqoj

#StopKPGenocide #Justice_4_KashmiriHindus https://t.co/9cPaT3x26E",,https://www.twitter.com/user/status/1615969204477526024,0,0,0.09
S.H. Marr,@SH_Marr_Writes,2023-01-19 07:07:26,"@HyacinthPixie @gabapple I mean most of them are targeted for certain medicines and diseases and we focus on ultra rare so, probs not helpful",,https://www.twitter.com/user/status/1615969163243319297,0,2,0.52
saad khalid,@saadkha73877217,2023-01-19 07:07:01,"RT @realanindita: I was saying the same the way makers are editing bitching sessions of their bahus about Sumbul and shiv and trying to portray the false narrative of jagga getting targeted whereas they target Sumbul always. Hypocrisy of makers @ColorsTV @BiggBoss 
#BiggBoss16 #BB16 #ShivSum https://t.co/FpiHvMnhif",,https://www.twitter.com/user/status/1615969056997396482,0,0,0.3
sneha,@sneha39234286,2023-01-19 07:07:00,@Alexa_PriyAnki Not seen anywhere where was her empathy when said dogla insaan n she has targeted nimrit  . Shalin never taken shiv name Tina clearly said jhoot which Pri not even said that Tina u r wrong Shalin didn’t took name of shiv . Convenience wali Dosti for footage,,https://www.twitter.com/user/status/1615969054908649480,0,0,0.0
Baroness Rachel of Belmont,@rachelsmith999,2023-01-19 07:06:56,"RT @EleanorRylance: So, the “levelling up” bids are announced, and it turns out the Tories are sending lots of *our* money in very targeted ways to Tory marginal constituencies. 

I’m not sure extending Dinan Way is quite the vote-winner some people think it is…",,https://www.twitter.com/user/status/1615969039569895424,0,0,3.35
😷 🚴‍♀️ Pete.Husky@Mastodonapp.uk,@PeteHusky,2023-01-19 07:06:49,"RT @EleanorRylance: So, the “levelling up” bids are announced, and it turns out the Tories are sending lots of *our* money in very targeted ways to Tory marginal constituencies. 

I’m not sure extending Dinan Way is quite the vote-winner some people think it is…",,https://www.twitter.com/user/status/1615969009798901764,0,0,0.85
hema bharathi,@hemabha44529973,2023-01-19 07:06:43,"RT @realanindita: So true nimrit, you are stating the facts. She is the most targeted person of this season still she manages to survive with a big smile on her face and holding her honesty and positivity
#SumbulTouqeerKhan #SumbulSquad #BiggBoss16 #BB16 #SumbulTouqeerKhan𓃵 #NimSum #ShivSum https://t.co/p8aruyWmmv",,https://www.twitter.com/user/status/1615968982745632769,0,0,0.41
The Betrayers,@BustersKashmir,2023-01-19 07:06:41,"Besides killing unarmed civilians #terrorists have targeted unarmed policemen also. On April 18, 2022, ultras shot an #RPF personnel and critically injured another outside Kakapora railway station in #Pulwama.

#KashmirAgainstPropaganda 
#KashmirAgainstTerror https://t.co/7ufvnKinnM",,https://www.twitter.com/user/status/1615968975242014721,0,1,0.01
町田　明広,@machi82175302,2023-01-19 07:06:37,"RT @MikeCoppinger: Naoya Inoue and Stephen Fulton have agreed to terms for a fight for Fulton's two 122-pound titles, sources tell ESPN. The bout will take place in Japan and will be streamed by ESPN+ in the morning stateside. May being targeted but no date set yet:

https://t.co/L9OFe1qZCb",,https://www.twitter.com/user/status/1615968957198127105,0,0,12.2
Yemmy Olamide,@Yemmyolamide60,2023-01-19 07:06:23,"RT @myspnigeria: 🔴Here’s a trusted way to clear up &amp; fade stretch marks; this stretch mark complex is targeted for men &amp; women over 18 years old to visibly reduce appearance of wrinkles &amp; stretch marks in just 4 weeks.

Send us a DM to order‼️ https://t.co/wtlSeLdWTH",,https://www.twitter.com/user/status/1615968899392233473,0,0,0.31
JUSTICE FOR SUMBUL,@prasanna_mythri,2023-01-19 07:06:14,"RT @realanindita: So again today @ColorsTV is cutting promo on their bahu by setting a narrative that she is getting targeted while she herself told so many things about others on their behind but dey do not show on d main episode.
#BiggBoss16 #BB16 #SumbulTouqeerKhan #ShivThakare #MCStan",,https://www.twitter.com/user/status/1615968860905279488,0,0,0.32
Maxime Garcia,@MaximeGarcia4,2023-01-19 07:06:13,"@EU_Commission @vonderleyen Such an assertive tone you could almost believe that Russia intentionally targeted the building, quick look at the comment show that many are aware of the story around the AD and so the videos with both fire. Pure evil this lady.",,https://www.twitter.com/user/status/1615968857411256324,0,4,0.01
GammaCatch,@CatchGamma,2023-01-19 07:05:48,"RT @EcclesiaLatina: White genocide is a world wide epidemic. White people are being targeted for their race with oppression violence &amp; murder in media, academia, finance, legal &amp; political spheres. 
Whites have been written off because they don’t have children and don’t fight back. https://t.co/1mwGyg8enP",,https://www.twitter.com/user/status/1615968753174413312,0,0,0.37
Fatima Dar,@FatimaDar_jk,2023-01-19 07:05:43,"Thought is a considerable change in Kashmir! Muslims silent then, are now feeling the void &amp; seeking dignified return of #KashmiriPandit brethren.

Meanwhile the targeted killings yet continue is a sign that still we are lacking as a society and giving leverage to sponsored guns! https://t.co/PrVogdFNR7",,https://www.twitter.com/user/status/1615968729430654976,7,14,2.78
Shraddha Sethi 🇮🇳,@ShraddhaSethi1,2023-01-19 07:05:41,So now #BageshwarDham is being targeted for speaking against missionary conversion and promoting Hindu unity? @abplive is leading the charge.,,https://www.twitter.com/user/status/1615968724133249025,0,0,2.7
mFilterIt,@mFilterIt,2023-01-19 07:05:35,"Attention❗Traffic outside the targeted region is not normal.

Check your ad campaign data today!
 
#mFilterIt #spotthebot #adfraud https://t.co/jzqv1mCOUi",,https://www.twitter.com/user/status/1615968700062105602,0,1,0.38
GG,@itsmegiogene,2023-01-19 07:05:22,not to be main character but miley releasing flowers when i had to leave a man is so targeted. like u cant convince me otherwise bc i know for a fact that she did it for me,,https://www.twitter.com/user/status/1615968643531280384,0,0,1.44
LV 🤍 🐶,@dalgonajimin,2023-01-19 07:05:17,been tweeting about braces so much that i’m getting targeted ads for smile direct club 😭,,https://www.twitter.com/user/status/1615968622446522368,0,4,0.35
Arabirin Taiwo,@OlawuyiTaiwoM,2023-01-19 07:05:07,"@dansatty Many Nigerians don't know this.  Because the programs are not targeted at them and we get our news from twitter

I'm supporting BAT because I know. Get on the field, and ask questions. I toured my LGA in Kwara to know this!",,https://www.twitter.com/user/status/1615968582588071936,0,1,1.53
Baldwhiner,@boldwhiner,2023-01-19 07:05:05,"@TheChiefNerd @KimDotcom @jacindaardern @NZClarke A majority of people feel that jacinda did a good job. I find it baffling to admire someone who smiled as she actively discriminated against and targeted people who chose not to take a medical treatment that could kill them, but I’m in a minority. And that’s beyond tragic.",,https://www.twitter.com/user/status/1615968570478845952,0,1,0.02
Megha Thakre,@MeghaThakre4,2023-01-19 07:05:00,"RT @PurpleKookie20: @ColorsTV @BeingSalmanKhan @Chingssecret @soundarya_20 @BhanotShalin You can show her being targeted narrative all you want but the truth is the strongest and most secure contestant in the house not interested to target her…so this narrative everyone targets her fails already 

#ShivThakare 
#BiggBoss16",,https://www.twitter.com/user/status/1615968552254836739,0,0,0.57
INNsight,@INNsight,2023-01-19 07:05:00,"Email campaigns can be daunting and time-consuming. INNsight's email software allows you to manage subscribers in bulk, design inviting emails, and send out targeted marketing emails on a large scale. #emailcampaign #emailmarketing #innsight #EMS",,https://www.twitter.com/user/status/1615968549213986816,0,0,3.2
Varsha ( Enthu Cutlet ),@Vnl44501375,2023-01-19 07:04:48,RT @ready_to_work10: They are constantly cutting promos on either Nimmo or Pcc . People constantly talk shit abt #ShivThakare but they have never shown that in promo or even in episodes but they are showing how targeted both their bahus are 😑👎,,https://www.twitter.com/user/status/1615968500585238533,0,0,1.05
Digital PR Solutions,@DigitalPRSolved,2023-01-19 07:04:39,"RT @SnowinRI: F.B.I. Organized Stalking - aka #Gangstalking 🎯 Explained.

I've been covertly #targeted at the Federal Level since May 2022.

They've taken everything. 
Down to Me, Myself &amp; I.

Please, please share this with your friends and family..! 🙏

Google Docs 🔗 https://t.co/5oI33VRqRM",,https://www.twitter.com/user/status/1615968463331422210,0,0,5.31
eslam Mahmood,@eslamMa00044503,2023-01-19 07:04:35,"Get Free Targeted Instagram Followers from Skweezer (https://t.co/K4ajwhY4Wb), the leading provider of Professional Instagram Marketing Services! #skweezer #instagramfollowers #freeinstagramfollowers https://t.co/K4ajwhY4Wb https://t.co/l0ToJZdHdg",,https://www.twitter.com/user/status/1615968446017335296,0,0,0.0
Alan @GammaCounter@mastodon.social,@GammaCounter,2023-01-19 07:04:22,RT @markets: Toyota’s Prius hybrids are being targeted by thieves in Japan for components containing scarce metals that jumped in value following Russia’s invasion of Ukraine https://t.co/syw7LVqVJm,,https://www.twitter.com/user/status/1615968391667359744,0,0,5.7
OH!,@OHShoppingMall,2023-01-19 07:04:20,"RT @SnowinRI: F.B.I. Organized Stalking - aka #Gangstalking 🎯 Explained.

I've been covertly #targeted at the Federal Level since May 2022.

They've taken everything. 
Down to Me, Myself &amp; I.

Please, please share this with your friends and family..! 🙏

Google Docs 🔗 https://t.co/5oI33VRqRM",,https://www.twitter.com/user/status/1615968381504737285,0,0,24.27
CMoisenco,@CMoisenco,2023-01-19 07:04:12,"RT @NorthBayNews: The thefts have targeted Californians who received their grants in the form of a prepaid debit card distributed by the Money Network, a contractor for the state Franchise Tax Board.  https://t.co/XiwZDRpX7h",,https://www.twitter.com/user/status/1615968349376348160,0,0,0.35
Existence,@Existence_138,2023-01-19 07:04:07,"@KathyBielli @TheView @RepSwalwell Happen to (R)s put up for the J6 committee. But, when (D)s do it, it's OK? And whenever decisions go against (D)s, it's not because of tyranny, idiot. It's called consequences, and if you get targeted by a Chinese spy and cheat on your wife and child, then you are off Intel Comt.",,https://www.twitter.com/user/status/1615968327028953089,0,1,0.01
˗ˏˋ ꪜ ˎˊ˗ | comms open !!,@viviidesa,2023-01-19 07:04:02,idc twt was fucking targeted like there’s no way the set up is too perfect,,https://www.twitter.com/user/status/1615968308964233217,0,3,0.7
Enya,@EnyaInTheWorld,2023-01-19 07:03:53,@calgaryherald -- The Russian's or Chechnyans likely targeted him.,,https://www.twitter.com/user/status/1615968269827178502,0,0,0.09
Myo⁷ ᵛⁱᵇᵉ ❤️‍🔥,@jwhfaw,2023-01-19 07:03:51,"@allabouttaeyang @NirjhorAsman012 @itsbangwools @NaiBb_ @jekkibby2 Are you really using that to justify the way your fandom targeted bts at that time, years prior and even years later?",,https://www.twitter.com/user/status/1615968262940131332,0,0,0.04
T,@T5haH,2023-01-19 07:03:38,"Being targeted RN BIG TIME, rear side of eldest bro's neighbour's house/rooms, via upstairs AND downstairs wall areas, via his neighbour's house...

Elder bro/fam being targeted RN at their homes, via their house(s)/surrounding properties/flats...",,https://www.twitter.com/user/status/1615968205301850112,0,0,0.02
Adam 🇪🇺🇵🇹🇺🇦🇬🇧,@EnglishmanAdam,2023-01-19 07:03:35,"RT @EleanorRylance: So, the “levelling up” bids are announced, and it turns out the Tories are sending lots of *our* money in very targeted ways to Tory marginal constituencies. 

I’m not sure extending Dinan Way is quite the vote-winner some people think it is…",,https://www.twitter.com/user/status/1615968194233073664,0,0,15.86
