User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
plissken,@plissken811,2023-01-31 02:14:49,"RT @KariLakeWarRoom: 🚨Breaking🚨

Maricopa County Tabulation &amp; Election Center had a “heat map” in their central count showing “Republican Voter Dot Density.

Our team compared it with the locations where tabulator failures occurred on Election Day 

This was a targeted attack on Republican voters https://t.co/mB0JE8a7e4",,https://www.twitter.com/user/status/1620244178793009154,0,0,0.33
Michl_,@Cometkid1,2023-01-31 02:14:48,"@dancer819aolcom @MullicaMichelle @RonalDreaman @JamesBradleyCA @HalSparks @AdamKinzinger @UPS @NLRB @Teamsters There has never been an insurrection attacking the Capitol. Have people targeted it? Yes. But an armed mob encouraged by the POTUS, breaking in, attacking security, erecting a noose to hang the VP,  and marauding around looking for the speaker of the house to kill her? No.",,https://www.twitter.com/user/status/1620244174120566784,0,0,0.16
Sheeda 🏌🏾‍♀️🇺🇦 #JusticeForTyre,@sheeda418,2023-01-31 02:14:43,RT @HollyJMitchell: Team Mitchell's first Racial Justice Learning Exchange for the year was a film screening and community discussion on Segregated by Design at @DominguezHills. The film explores the history of unjust housing policies that targeted Black people and communities of color (1/4) https://t.co/sfoLXBhxOH,,https://www.twitter.com/user/status/1620244152305995776,0,0,2.58
F* Your Short Memory 🏴 Anti-Cult of Absurdity,@BucMon21,2023-01-31 02:14:40,"RT @disclosetv: NEW - UK's 77th Army Brigade secretly spied on British citizens who criticized the Government's Covid lockdown policies.

The ""information warfare"" brigade was part of a sinister operation that also targeted politicians and high-profile journalists.

https://t.co/WuvEsk1Wie",,https://www.twitter.com/user/status/1620244140058628097,0,0,4.39
🫡🦆🦆🦆,@SpeculationHero,2023-01-31 02:14:37,"RT @KariLakeWarRoom: 🚨Breaking🚨

Maricopa County Tabulation &amp; Election Center had a “heat map” in their central count showing “Republican Voter Dot Density.

Our team compared it with the locations where tabulator failures occurred on Election Day 

This was a targeted attack on Republican voters https://t.co/mB0JE8a7e4",,https://www.twitter.com/user/status/1620244128201338880,0,0,0.59
Dimpact14,@Dimpact14,2023-01-31 02:14:32,"RT @zahra_Afk: Despite promises to protect the Hazaras from threats, the Taliban have committed targeted attacks and have forcibly displaced thousands of Hazara civilians.
 #StopHazaraGenocide",,https://www.twitter.com/user/status/1620244107292721153,0,0,2.27
Darby McDonald,@darbymcdonald87,2023-01-31 02:14:31,"RT @DuckDuckGo: Google is so last year. 

Switch to DuckDuckGo to help avoid targeted ads, invasive tracking, and online profiling — all for free. https://t.co/WJFtmaaIy9",,https://www.twitter.com/user/status/1620244104511893504,0,0,0.05
yojimin's wife,@karinaismylover,2023-01-31 02:14:28,"RT @KRNGlobalUnion: [MASS REPORT]
 
An account made to hate on K. Also using her bubble tag to send hate.

To do:
- Report for targeted harassment, disrespectful and hack3d.
- Send positive messages using her bubble tag

🔗: https://t.co/XCpElabVNa",,https://www.twitter.com/user/status/1620244090809126913,0,0,0.03
Olivia Iverson,@OliviaIversonTV,2023-01-31 02:14:26,"NEW TONIGHT: Police are searching for suspects involved in a drive-by shooting that injured 10 people in Lakeland, Florida.

The police chief believes it was targeted.
https://t.co/Zd8EKxBtfm",,https://www.twitter.com/user/status/1620244082823139328,0,0,9.09
Jack Mehoff,@MiguelOhara2k99,2023-01-31 02:14:22,@FokYu05866582 @Bennycaleny @IlhanMN @RashidaTlaib The privilege to not be targeted by the police for walking down the street. The privilege to get a job interview for being white and having an Anglo name. The privilege of not being followed around stores by security guards. The privilege to not be judged by everyone immediately,,https://www.twitter.com/user/status/1620244064519229441,0,0,0.34
The Mama,@TheMama12232641,2023-01-31 02:14:14,RT @Freya123Rufus: Im sure the CCP is VEY happy with the BIDEN'S SPYING FOR THEM! And IM Positive that they were VERY Well PAID! https://t.co/5vxC5YW3ba,,https://www.twitter.com/user/status/1620244031845597186,0,0,0.57
Ophiuchus Lapine,@DigiVuDu,2023-01-31 02:14:07,@ReggieBush Why isn’t anyone talking about the fact Tyre had contacted Memphis Police internal affairs twice in the week (and never contacted back) before he was targeted and beaten to death? Has anyone one else heard the Tyre was dating a woman who was an ex of a Memphis Police officer?,,https://www.twitter.com/user/status/1620244000849420288,2,12,2.49
The Left IS NOT Liberal,@leftisntliberal,2023-01-31 02:14:06,"RT @KariLakeWarRoom: 🚨Breaking🚨

Maricopa County Tabulation &amp; Election Center had a “heat map” in their central count showing “Republican Voter Dot Density.

Our team compared it with the locations where tabulator failures occurred on Election Day 

This was a targeted attack on Republican voters https://t.co/mB0JE8a7e4",,https://www.twitter.com/user/status/1620243997817192450,0,0,0.01
