User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
🇵🇸 عامر (MUFC) خان ™🔰,@Amir_Khan1990,2023-02-03 22:03:40,"RT @Patron_MUFC: First 2 Premier League games..

• Gakpo: 0 goals
• Mudryk: 0 goals (hooked at HT)
• Antony: 2 goals

But Antony is being targeted because he plays for Manchester United and he expresses himself on the pitch. https://t.co/dP4FsAVSGR",,https://www.twitter.com/user/status/1621630524136558592,0,0,1.17
PHILIPPS JAMAL,@twboggess,2023-02-03 22:03:37,"RT @TomFitton: Montana Sen. Daines 'alarmed' at Chinese spy balloon, says 'significant concern' that ICBM fields targeted -- 'clear example of Chinese aggression' https://t.co/VOWe8jLxlg #FoxNews",,https://www.twitter.com/user/status/1621630512900210688,0,0,0.81
J'Chakra,@_umbrEXO,2023-02-03 22:03:30,"RT @pcyprotection: ‼️Report as targeted har@ssment, h@cked and encouraging self h@rm‼️
⚠️ Do not engage

https://t.co/8KpC8nhJAD
https://t.co/TloMa8RZIS
https://t.co/Kspss6Kf4a
https://t.co/BHFMPp64Hj https://t.co/jXuW237DrW",,https://www.twitter.com/user/status/1621630483422650370,0,0,0.08
𝗙𝗔𝗞𝗥𝗨𝗟 𝗜𝗦𝗟𝗔𝗠 𝗥𝗔𝗦𝗘𝗟,@msc_dmarketer,2023-02-03 22:03:26,"We help businesses to reach targeted audience and gain more customers through online advertising!

 #onlineadvertising #socailmediamarketing #socialemedia #googleads #googleadwords https://t.co/U2zFdZTF7v",,https://www.twitter.com/user/status/1621630468503310337,0,0,0.07
5 Foundations of Effective Attendance Practice,@WayneH4444,2023-02-03 22:03:25,RT @WayneH4444: Identify the pupils who need support and focus staff efforts on developing targeted programmes of support for CYP. https://t.co/zyWQuU0rT3,,https://www.twitter.com/user/status/1621630461633069057,0,0,4.95
Bitcoinity Fan,@Bitcoinity,2023-02-03 22:03:23,RT @DC_Draino: We just endured the worst pandemic in 100 years after a lab leaked a deadly virus &amp; now we learn from Hunter Biden’s laptop that he’s a partial owner of a bioweapon facility in Ukraine targeted by Putin that received DoD funding &amp; it’s somehow not the biggest story in the world,,https://www.twitter.com/user/status/1621630454938877953,0,0,1.13
deterx3,@deterx3,2023-02-03 22:03:22,"RT @Concern70732755: This is your liberal senators voting against a conservative amendment that would have protected you from the planned targeted suppression &amp; overt censorship of any contrarian views as well as content control !!
https://t.co/XiIUcQb6Tl",,https://www.twitter.com/user/status/1621630449658249217,0,0,0.54
mahin Shah,@shatim741,2023-02-03 22:03:14,"RT @NidasVoice: @SHABAZGIL Allah doesn't give anyone more than they can handle. U r probably stronger than the rest, and needed to go through this immense trial to purify u like gold is purified from impurities. You gave them a tough battle which also saved those targeted after u. All in all, u r a winner!",,https://www.twitter.com/user/status/1621630419027345408,0,0,0.85
catherine welch,@Kkatie125,2023-02-03 22:02:55,"RT @oRONTURNER: 🚨💸Play lightly around these 8 players yall…when guys are heavily targeted, that’s where the funny business normally happens.💸🚨#GamblingTwitter #cautious #PrizePicksNBA #playlight #funnybusiness https://t.co/PbbvhW5NNM",,https://www.twitter.com/user/status/1621630336101646338,0,0,1.15
dowjones,@dowjone620,2023-02-03 22:02:55,$SPY $TSLA $AMZN $AAPL $MSFT $NFLX $PYPL  $BABA $MA $MU $M $BA $BBBY TOP stocks targeted for next week https://t.co/6gmSIFj9JP https://t.co/avtkhdbLC3,,https://www.twitter.com/user/status/1621630335237722115,0,0,0.13
Independent Mind,@sharkzfanz,2023-02-03 22:02:45,@VVRekt14 @JustinVillemure @MichaelVSmith7 @healthbyjames What is your background that helped you understand that to expert level? Are you a doctor? statistics degree? Epidemiologists? Geneticist? Medical researcher? I’m curious as I have some targeted questions maybe you can answer.,,https://www.twitter.com/user/status/1621630294758666240,0,0,5.72
Abul Hassan Baloch,@Abulhasanbaloch,2023-02-03 22:02:44,"RT @VeengasJ: Hafeez Zehri got attacked by security agencies in front of Central Jail Karachi when he got released. As per reports, family members were, too, targeted.
Last year, he was abducted.
 https://t.co/y2KLLKfYwD",,https://www.twitter.com/user/status/1621630290333507586,0,0,0.43
Targeted Freedom,@TargetedFreedom,2023-02-03 22:02:42,@pjampaganza Terrible idea. I just cancelled my subscription,,https://www.twitter.com/user/status/1621630281437290499,0,1,0.54
Scott Mills,@ScottyMillsy93,2023-02-03 22:02:41,"Not going to lie, starting a player who wants out, a left back who gets targeted every team we played…if potter doesn’t pull his finger out soon, game over with these players he has.",,https://www.twitter.com/user/status/1621630279465959424,0,0,1.72
The One And Only DJSHausen,@Stevens0n_DJ,2023-02-03 22:02:39,RT @LazRuiz2: Be careful out there. Whoever created this account probably has more of them.  It's one thing to stan for wwe.  But once you get into stalker territory where your making threats.  That's when it crosses the line into criminal activity.  a heads up for #AEW fans who get targeted https://t.co/vtDcVqgQcj,,https://www.twitter.com/user/status/1621630268284043264,0,0,0.1
Reel I's,@ReelIs4,2023-02-03 22:02:37,@Weaponization @SpeakerMcCarthy @Jim_Jordan Better have some of the mom like me that were targeted testify also New York Livingston county York Central school superintend it David furletti and department of education commissioner Betty Rosa need to be held accountable somebody should pay me for homeschooling my kids,,https://www.twitter.com/user/status/1621630261313114112,0,1,0.05
Brandon Garcia,@BennySuave7,2023-02-03 22:02:32,"Do not run a paid ad until you have the following set up in place: 

1️⃣ Solid landing pages 
2️⃣ A good Offer
3️⃣ Targeted audience segments 
4️⃣ Clear messaging 
5️⃣ Automated follow-up system. 

🚀 Get your paid campaigns ready for launch! #PPCMarketingTips 🤑",,https://www.twitter.com/user/status/1621630239720804354,0,0,0.35
ORohitO,@ORohitO,2023-02-03 22:02:25,"RT @Patron_MUFC: First 2 Premier League games..

• Gakpo: 0 goals
• Mudryk: 0 goals (hooked at HT)
• Antony: 2 goals

But Antony is being targeted because he plays for Manchester United and he expresses himself on the pitch. https://t.co/dP4FsAVSGR",,https://www.twitter.com/user/status/1621630211585462273,0,0,5.08
Harry Squirrel Nuts,@GenexerQ,2023-02-03 22:02:22,RT @DC_Draino: We just endured the worst pandemic in 100 years after a lab leaked a deadly virus &amp; now we learn from Hunter Biden’s laptop that he’s a partial owner of a bioweapon facility in Ukraine targeted by Putin that received DoD funding &amp; it’s somehow not the biggest story in the world,,https://www.twitter.com/user/status/1621630198004469761,0,0,0.24
Shahriyar Islam,@ShahriyarIslam6,2023-02-03 22:02:21,"RT @Patron_MUFC: First 2 Premier League games..

• Gakpo: 0 goals
• Mudryk: 0 goals (hooked at HT)
• Antony: 2 goals

But Antony is being targeted because he plays for Manchester United and he expresses himself on the pitch. https://t.co/dP4FsAVSGR",,https://www.twitter.com/user/status/1621630195999424512,0,0,0.64
robert,@NetHorn,2023-02-03 22:02:21,"RT @DBrodyReports: NEWSMAX CEO @ChrisRuddyNMX on being taken off DIRECTV:  ""We were targeted because we're conservatives...they wanted to remove conservative viewpoints and close them down."" Watch my full story that aired across the country on @CBNNews @700Club https://t.co/OpVdFdiKgm @NEWSMAX https://t.co/x43cKP3rvH",,https://www.twitter.com/user/status/1621630195508584448,0,0,0.51
Andy Coldicott,@andycoldicott,2023-02-03 22:02:20,"RT @Patron_MUFC: First 2 Premier League games..

• Gakpo: 0 goals
• Mudryk: 0 goals (hooked at HT)
• Antony: 2 goals

But Antony is being targeted because he plays for Manchester United and he expresses himself on the pitch. https://t.co/dP4FsAVSGR",,https://www.twitter.com/user/status/1621630190668451842,0,0,0.38
Steven Jefferys,@JefferysSteven,2023-02-03 22:02:15,"RT @Concern70732755: This is your liberal senators voting against a conservative amendment that would have protected you from the planned targeted suppression &amp; overt censorship of any contrarian views as well as content control !!
https://t.co/XiIUcQb6Tl",,https://www.twitter.com/user/status/1621630169227091972,0,0,3.63
