User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
ravi,@burytheblade,2023-01-23 18:41:01,probably targeted cus we talk ab mha with eachother 🫡,,https://www.twitter.com/user/status/1617593260746080257,0,7,0.32
Dr. Benjamin Braddock,@GraduatedBen,2023-01-23 18:40:59,@crispy__AF I didn’t get vaxxed and in fact was targeted by the US government for spreading information about the dangers of the vaccine.,,https://www.twitter.com/user/status/1617593250654846976,0,5,27.89
Barb M.,@BarbM55365324,2023-01-23 18:40:46,"RT @joolz75227657: How much longer before we  rise up? 3 more targeted mass shootings over the weekend! Shreveport, Monteray Park, Baton Rouge....",,https://www.twitter.com/user/status/1617593199270166533,0,0,0.41
minor literature[s],@MinorLits,2023-01-23 18:40:40,"RT @f_sd: ""Longing for a Divine Human Right to produce cultural commodities, at a time when life feels like a succession of targeted ads, is both naive and anthropocentric to a laughable degree.""

AI will liberate us from art https://t.co/vyl1mDLOJA",,https://www.twitter.com/user/status/1617593172871217173,0,0,9.85
Steve Thomas,@SteveTh36160902,2023-01-23 18:40:38,@was1m2 @KremlinRussia_E If your country and economy had been laid waste to and your innocent citizens targeted and murdered on mass you'd want to make peace why..?! How do you come to an agreement with a ruthless dictatorship and trust them..? Who will hold them to account..?,,https://www.twitter.com/user/status/1617593164248010753,0,1,0.02
emi エミ 💙⌛️🦊,@keyokkud,2023-01-23 18:40:30,"@WilsonDerrick42 1. there should be NO shootings
2. even if only 1 person was shot but they opened fire publicly without discernment its a mass shooting not a targeted incident",,https://www.twitter.com/user/status/1617593132987580435,0,2,0.93
M163,@M163AT,2023-01-23 18:40:26,"@_BarringtonII @KimIversenShow It is a hate crime if the victim was targeted due to an immutable characteristic like their skin color, gender identity, nationality or sexuality? If the offending party writes a manifesto on killing people due to the aforementioned then it is a hate crime. It is that simple.",,https://www.twitter.com/user/status/1617593115245936641,0,0,0.04
Bert2d2,@Bertd2d2,2023-01-23 18:40:23,@ejrosetta I'm sorry you have been targeted for cancelation but something tells me that you have the strength of character &amp; integrity to move forward successfuly in your chosen career path. May the spotlight of truth be your ally &amp; companion regardless how dark the path may appear for now.,,https://www.twitter.com/user/status/1617593103585624064,0,0,0.02
🅐🅞🅝🅐🅝🅘,@johnnyliciouss,2023-01-23 18:40:23,@nochainpunk this sounds targeted &amp; i wanna know 💀,,https://www.twitter.com/user/status/1617593100721098758,0,2,0.13
marissa,@nico13soldiers,2023-01-23 18:40:20,@NHLN0VA i know you will be so mad but at some point i hated tk bc he targeted jack😭😭😭,,https://www.twitter.com/user/status/1617593086904762380,0,0,0.03
