User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
Strong Coffee 🌟❄️🐈☕️,@CynthiaMN5,2023-01-30 14:59:26,"RT @ErinInTheMorn: In 5 minutes, the Montana House Judiciary will hear a bill that gives doctors the right to refuse care based on their conscience.

This will be targeted against medically necessary abortions as well as trans people.

Both groups have seen people die from this kind of action. https://t.co/IyybhhurcM",,https://www.twitter.com/user/status/1620074211061686273,0,0,2.85
Amirhossein,@Lucifer_Mp,2023-01-30 14:59:25,"RT @IranIntl_En: #BREAKING The drone strike that targeted a defense compound in Iran's Isfahan was carried out by Israel, US officials and people familiar with the operation told @WSJ. https://t.co/OiQNcwTCWj",,https://www.twitter.com/user/status/1620074209291673600,0,0,0.17
Maggie 🇬🇧🇮🇱 #RishiNotMyPM #NeverHarryMeAgain,@Ohmaggie2022,2023-01-30 14:59:24,"RT @Harley_Tory: George Redmond, 76, who died on September 16 two weeks after his home was targeted in a ""mistaken identity"" arson attack.

Three suspected drug dealers are in custody suspected of killing a much-loved grandad who was injured during an arson attack. https://t.co/EnP3XdfVdy",,https://www.twitter.com/user/status/1620074203746799619,0,0,8.77
anthothoy,@Mymollyma,2023-01-30 14:59:22,"RT @onsBoxmeer: #Ukraine #oekraine #Children Being Targeted In Ukraine Warzone⚡️📣
As a result of  #Ukrainian shelling of the Potrovka district in Donetsk, a 9-year-old child was injured. I also met with one of the head Doctors and was told about huge number of children

https://t.co/Ml2LnxCthJ",,https://www.twitter.com/user/status/1620074194083151873,0,0,0.01
Abelhabtamu 21,@abelhabtamu_21,2023-01-30 14:59:19,"RT @AlemuRutta: The Amhara community is once again targeted in a brutal massacre in Chofe Robit. We stand in solidarity with the victims and call for immediate action.
#AmharaGenocide
#JusticeForAmharas 
@UNHumanRights @DanielBekele @Pontifex @amnesty @hrw @ClooneyFDN @tylerperry https://t.co/mtX1pMswsO",,https://www.twitter.com/user/status/1620074184335560706,0,0,0.26
Kitkat,@griskitkat,2023-01-30 14:59:17,"RT @ErinInTheMorn: In 5 minutes, the Montana House Judiciary will hear a bill that gives doctors the right to refuse care based on their conscience.

This will be targeted against medically necessary abortions as well as trans people.

Both groups have seen people die from this kind of action. https://t.co/IyybhhurcM",,https://www.twitter.com/user/status/1620074173644312576,0,0,2.0
catalyst,@catalyst_indieo,2023-01-30 14:59:15,"RT @JaipurDialogues: Today is the day when Chitpawan Brahmins across Maharashtra were brutally targeted, killed, assaulted and a massacre was ravaged upon them. All of this happened under the garb of outrage to protect Gandhi's death..

/1",,https://www.twitter.com/user/status/1620074168137183237,0,0,0.08
say no to غلامی,@ZpgwKZfmqP3stwE,2023-01-30 14:59:14,"RT @ansaarmy: In Pakistan, the leaders of a political party are being targeted by state terrorism and your organization is silent.
You should shut down this so-called institution of yours that cannot see cruelty
@hrw 
@humanrights1st https://t.co/XKNBcSKnsT",,https://www.twitter.com/user/status/1620074162785247237,0,0,0.18
smilar simply 2,@smilarsimplyalt,2023-01-30 14:59:12,"RT @ErinInTheMorn: In 5 minutes, the Montana House Judiciary will hear a bill that gives doctors the right to refuse care based on their conscience.

This will be targeted against medically necessary abortions as well as trans people.

Both groups have seen people die from this kind of action. https://t.co/IyybhhurcM",,https://www.twitter.com/user/status/1620074155877216256,0,0,0.04
Janus 🐍⚖️ (highschool!),@tipsthescales,2023-01-30 14:59:12,"@COHESIVE_L0GIC Alright, so you understand how it feels to have one of your biggest insecurities targeted. I simply returned the favor",,https://www.twitter.com/user/status/1620074155763957760,0,1,0.1
ruli ,@softyjkeu,2023-01-30 14:59:11,RT @mriessi: en has always been targeted from this type of vid even tho they never do the same mistake again after being educated &amp; it’s all from months ago. mentioning only them when there’s a lot of grp who said the same remarks recently but they dgaf bcuz it’s not en. the double standard🤮 https://t.co/rlKHzKEbtb,,https://www.twitter.com/user/status/1620074149388619777,0,0,1.52
Eyerus🎼,@Eyerustg,2023-01-30 14:59:09,"RT @tdf_tg: Where is the independent investigation &amp; Justices?Over 130K Women &amp; girls in #Tigray were targeted for rape &amp; other sexual violence by fighting forces aligned to the 🇪🇹n Gov, 🇪🇷n &amp; Amhara troops. @UNHumanRights @LindaT_G @UN_Women #EritreaOutOfTigray #Justice4TigraysWomenAndGirls https://t.co/R75XPVhwhN",,https://www.twitter.com/user/status/1620074139771097089,0,0,4.64
Ahmed Nadeem,@ahmednadeem1,2023-01-30 14:59:04,Extremely disturbing and painful visuals from Peshawar. Once again the city is bleeding and a mosque has been targeted. Condolences to the families of all affected 🙏🏼 #PeshawarBlast,,https://www.twitter.com/user/status/1620074122259857409,0,0,1.84
