User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
Max London,@mvxlondon,2023-01-20 17:04:06,"A maximum of 4 highly targeted keywords is enough.

For example, if you are providing lead gen services to agencies your keywords can be:
(founder, B2B, agency, ""their service name"")",,https://www.twitter.com/user/status/1616481709578485761,0,1,3.85
Max London,@mvxlondon,2023-01-20 17:04:06,"2. Segment with minimal keywords

Now that you have locked in your sources. You can fetch leads through targeted keywords.

The real game here is to understand that you shouldn't go too broad with this.",,https://www.twitter.com/user/status/1616481706503962641,0,0,3.85
🖤 የአፄዎች🐎,@yeEnemay,2023-01-20 17:03:53,"RT @Gihonawit: Within Oromia and neighboring regions (Afar, Amhara, Benishangul-Gumuz), a targeted slaughter, that many believe constitutes genocide, is taking place — perpetrated by Oromo extremists against the Amhara people. #AmharaGenocide https://t.co/hQdO24D7xr",,https://www.twitter.com/user/status/1616481653639241734,0,0,2.34
🖤 የአፄዎች🐎,@yeEnemay,2023-01-20 17:03:49,"RT @Gihonawit: “Within Oromia and neighboring regions (Afar, Amhara, Benishangul-Gumuz), a targeted slaughter, that many believe constitutes genocide, is taking place — perpetrated by Oromo extremists against the Amhara people.”#AmharaGenocide https://t.co/5fPTzxHSfR",,https://www.twitter.com/user/status/1616481636354494464,0,0,2.34
Robert rGyatso,@rgyatso,2023-01-20 17:03:46,"RT @innercitypress: Judge Liman: There was a particular cruelty. He targeted one uncertain of his sexuality. He abused him with sex toys, to make it clear to the others that they were next. A medical student, he told her she'd never get a job, and to have sex with strangers",,https://www.twitter.com/user/status/1616481624706920449,0,0,0.94
🇳🇱 #NoWEF #NoDigitalID Nancy 🌷,@nancyvictoria,2023-01-20 17:03:35,"RT @NielJStewart: @DebraJ43 @adriandix @Dave_Eby I don’t work in healthcare, but when I spoke up about something at work my employer responded with targeted harassment. The so called protections don’t work that well. I can only imagine how it is to have the weight of the provincial govt coming after you. 

Serious situation.",,https://www.twitter.com/user/status/1616481575864250372,0,0,6.68
Sebastian H,@SebasHirsch,2023-01-20 17:03:28,"@balloo_ulele @quintessa_74 @scots_dragon @TieflingMelissa It's not really a targeted approach, once they attempt to axe the older OGL version... it simply does not exist anymore, for anyone (unless the whole thing is challenged in court). Once that happens they can release without a license (risky) or they will have to sign the new one.",,https://www.twitter.com/user/status/1616481546525110272,0,1,0.03
End Of Humanity,@RealSophia6,2023-01-20 17:03:27,"Looking at profile of @illusionoffreed I got confirmed what I guessed - Targeted Individuals are mostly either skilled, talented or innovative in some way

People who develop AI - robots etc are not interested in brains of people who are watching soap operas or doing nothing",,https://www.twitter.com/user/status/1616481542095634441,0,1,1.24
DicksterJ,@JohnADickey1,2023-01-20 17:03:19,RT @ChrisFedorowicz: $BOMO I love the parts about the M&amp;A. Can’t wait to see who they have targeted!!!!  Going to be a awesome ride. https://t.co/H7DPG3AYwu,,https://www.twitter.com/user/status/1616481512316375040,0,0,0.12
W,@wenhui57,2023-01-20 17:03:19,"RT @uuliuu: I know HIV is no longer necessarily a death sentence, but is this not euthanasia...? Restriction of health resources for a targeted group...?
And we have people thanking this act? https://t.co/A9E0xb7udE",,https://www.twitter.com/user/status/1616481508793122818,0,0,0.24
LauraFlipper2,@LauraFlipper2,2023-01-20 17:03:18,"RT @YRP: Ever wonder what $1.2 million in gold and silver looks like?

Watch this video and find out. @YRP officers returned this loot to a precious metals dealer after their store was targeted in an armed robbery in December.

Four youths now face 40 charges. https://t.co/QsuaAf9hCt https://t.co/F00LJMnUjT",,https://www.twitter.com/user/status/1616481508075634688,0,0,0.16
Numaira Khan,@Numaira_N6,2023-01-20 17:03:18,"RT @FallibiIist1: In the documentary, a former British diplomat, who remains anonymous said, “At least 2000 people were murdered during the violence where the vast majority were Muslims. We described it as a pogrom – a deliberate, and politically driven effort targeted at the Muslim community.”",,https://www.twitter.com/user/status/1616481505320046592,0,0,4.19
Daniel Ching,@danielchingwq,2023-01-20 17:03:10,"RT @danielchingwq: just published my first medium article in a long time: https://t.co/89cIUVq56l - mainly targeted to JC students (junior/ senior high students), would love your comments!",,https://www.twitter.com/user/status/1616481473531346954,0,0,0.2
Akhil,@Akhilrathore90,2023-01-20 17:03:10,"RT @ShangpliangHM: Modi govt's meteorological developments are managing well country's administration, agriculture and transportation!

It is targeted to cover the entire country by Doppler Weather Radar Network by 2025! https://t.co/h6ztYWAKoN",,https://www.twitter.com/user/status/1616481472038469633,0,0,0.0
Yours,@LoveulifeH,2023-01-20 17:03:06,"@OpIndia_G Why each and every Hindu holy places cities are targeted by this mosques.
 Even in Bet-Dhwarka and in Ujjain also this kind of disturbances are created.",,https://www.twitter.com/user/status/1616481454325645313,0,0,0.09
