User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
Hari,@glakshmivarahan,2023-02-01 15:14:31,RT @sandhyaravishan: This is not the first time the TN finance minister has specifically targeted and abused people born into a particular caste and used slurs on a caste basis. Despite assuming this high office he behaves like an uncouth troll. @CMOTamilnadu please do have a word with the man. Thx. https://t.co/2fAa14dgmP,,https://www.twitter.com/user/status/1620802783543967751,0,0,0.76
"Nicole Lee Schroeder, PhD",@Nicole_Lee_Sch,2023-02-01 15:14:30,"They've already worked through the system and come up empty after checking out local nonprofits and support agencies. They're looking for urgent, targeted resources, not just affordable housing 101. They're also open to relocating if anyone has recources for that process. 3/4",,https://www.twitter.com/user/status/1620802780289183744,1,6,7.8
sB Unruly 😈 | 手に負えない,@AyyeUnruly,2023-02-01 15:14:30,Drop 49 Kills and 42k damage this game. When i am not being targeted by the melee player I take over. 😈 https://t.co/QKek5UJ0IU,,https://www.twitter.com/user/status/1620802779681017857,0,7,3.17
Farwa🪄I LOVE LOUD PRIYANKA,@far68956804,2023-02-01 15:14:26,"RT @devil_nahyan: https://t.co/60JunwxdUv
#PriyankaChaharChaudhary bang on🔥🔥she is giving her 💯 percent strong contestant hai🙌 shiv constantly targeted her but bandi hila nahi🔥💯

That's why we love Priyanka 🤩🤩🤩.

#BiggBoss",,https://www.twitter.com/user/status/1620802763327414273,0,0,0.14
Dr SANGuinarine45,@DrSangmeshwar,2023-02-01 15:14:23,"RT @MumbaichaDon: 🔸Why was “Gautam Adani” Targeted?
🔸Who are behind “Hit Job"" on Adani?
🔸How did Bharat fight the “Propoganda""?

Get all the answers in My YouTube Video.

https://t.co/mLsaqxJSjV",,https://www.twitter.com/user/status/1620802751700819968,0,0,1.45
"Keshav Sharma, RCIC 🇨🇦",@Ask_Keshav,2023-02-01 15:14:21,"RT @ElaarInc: BC invited nearly 284 candidates under the latest Targeted Draws with #Tech, #Childcare, #Healthcare and Other Priority Occupations.
https://t.co/8agL69PyVh

FOLLOW @ElaarInc 
#Canada #canadavisa #canadapr #canadaimmigration @CitImmCanada https://t.co/NrmAjXSNY4",,https://www.twitter.com/user/status/1620802744327221248,0,0,0.01
Stacey Martin,@magicsbm,2023-02-01 15:14:17,RT @CamSpradling: The firing of Lori Murphy by Ryan Walters from ⁦@oksde⁩ is an irony. Asst. Gen. Counsel Murphy was an advocate for sexual assault victims. She held predators and those who protected them accountable. For 8+ years it was Murphy who targeted groomers! 🤷🏻‍♂️ ⁦⁦⁦ https://t.co/zcHBYYRRtO,,https://www.twitter.com/user/status/1620802724802760704,0,0,0.38
उपेन्द्र श्रोत्रिय,@UpendraMohan3,2023-02-01 15:14:14,"RT @RenukaJain6: Attack on Adani group continues. Government must look deeper into as to why our companies being targeted. Today Adani, tomorrow they will target any other corporate 

@narendramodi",,https://www.twitter.com/user/status/1620802710944776192,0,0,1.05
NEWSRAEL - The 24/7 Live FREE News App!,@NewsraelApp,2023-02-01 15:14:11,"Family of Terrorist Confirms September Attack Targeted Itamar Ben-Gvir

https://t.co/ccLTJKD6fU",,https://www.twitter.com/user/status/1620802700571983873,1,1,8.81
Anne Stockton,@AnneStockton01,2023-02-01 15:14:10,"@Jim_Jordan US Border is secure. Masks Work. No one Ever claimed “zero inflation”. They don’t want to take guns from responsible people. Gun control is very different. It saves lives. As proven in his last job, Jim doesn’t care about your kids.Russian collusion is fact. No targeted parents. https://t.co/iy1ZJcgUtm",,https://www.twitter.com/user/status/1620802696512163840,0,1,3.09
Ivica Delic,@Free_LanceTools,2023-02-01 15:14:09,"Experts Warn of 'Ice Breaker' Cyberattacks Targeting Gaming and Gambling Industry

A new attack campaign has targeted the gaming and gambling sectors since at least September 2022, just months prior to the ICE London 2023 gaming industry trade fair event https://t.co/eeGuINwaQO",,https://www.twitter.com/user/status/1620802691415908352,0,0,1.91
BE THE BEST,@Bethebest142,2023-02-01 15:14:04,"RT @devil_nahyan: https://t.co/60JunwxdUv
#PriyankaChaharChaudhary bang on🔥🔥she is giving her 💯 percent strong contestant hai🙌 shiv constantly targeted her but bandi hila nahi🔥💯

That's why we love Priyanka 🤩🤩🤩.

#BiggBoss",,https://www.twitter.com/user/status/1620802672663334912,0,0,0.13
TNS Communications Market,@TelecomTNS,2023-02-01 15:14:03,The @FCC issued Cease-and-Desist warnings to two companies this week in an effort to halt mortgage scam calls. Read more from @CNET here: https://t.co/7Za6lA7stE,,https://www.twitter.com/user/status/1620802667919413251,0,0,1.43
Suzanne Lamminen ☮️,@Conscience4,2023-02-01 15:14:00,"RT @rparloff: Here’s Nordean, 2 days before J6: “if you are a patriot, you will be targeted &amp; they will come after you. Funny thing … they don’t realize is … we are coming for them.”
/8 https://t.co/j4geDGU99S",,https://www.twitter.com/user/status/1620802654367780864,0,0,3.9
Electradiva,@electradiva1,2023-02-01 15:13:56,"RT @EllaLeeUK: This very large man is a Police Chief and yet another problem police have. Overweight officers that shoot people because they can’t run. 

Texas police chief is put on leave after a raid that targeted the wrong home and an innocent teen - NBC News https://t.co/veKfe0L7XG",,https://www.twitter.com/user/status/1620802636655243264,0,0,0.76
