User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
Babar fan,@Babarfan14,2023-01-29 10:45:14,"RT @ArfaSays_: Misbah UlHaq — ""I strongly believe that Babar Azam and his captaincy was wrongfully targeted recently. Building a narrative to remove the captain of Pakistan is a wrong act.""",,https://www.twitter.com/user/status/1619647852787171329,0,0,0.03
Council Capers,@CouncilCapers,2023-01-29 10:45:10,"RT @profnfenton: Everybody should read this story before it’s memory-holed.  As one of many targeted by the 77th Brigade since 2020 I’m pleased the whistle blower came forward. I was even called a conspiracy theorist for saying the 77th existed and were doing this 

https://t.co/QU2ngBQONd",,https://www.twitter.com/user/status/1619647836714565632,0,0,0.33
🌲جاوید🌲,@m_j_rahimi,2023-01-29 10:45:08,"RT @mhdieh_rs: #Hazara children in education centers and mothers in hospitals are being targeted the most.
#StopHazaraGenocide https://t.co/2Hfo1kpgSP",,https://www.twitter.com/user/status/1619647829227737088,0,0,1.79
Daniel😇,@FlorentMalouda5,2023-01-29 10:45:05,RT @Cointelegraph: ASIC alleged that the Finder Earn product was an unlicensed financial product and that Finder Wallet breached product disclosure requirements and failed to comply with obligations pertaining to distributing financial products in a targeted manner.,,https://www.twitter.com/user/status/1619647815608668160,0,0,0.0
Rob Bloemkolk,@bloemkolk,2023-01-29 10:44:59,"RT @IuliiaMendel: Drone Attack in Iran

✔️Strikes recorded in several regions. 14 industrial &amp; military facilities were targeted;

✔️Among them are an oil refinery, a weapons factory, and a drone factory;

✔️Iranian army is on high alert. https://t.co/VJq25yWHan",,https://www.twitter.com/user/status/1619647789478326278,0,0,2.17
homebound hell (it/its) ♿️☭🌻💜🌻,@Feral_Cripple,2023-01-29 10:44:50,"if you are, at absolute most, three years out from being in a violent hate cult &amp; people targeted by that cult say you’re exhibiting behaviors and rhetoric from that cult, you listen.",,https://www.twitter.com/user/status/1619647753730097152,0,0,0.21
s.k.jayaraj s.k.jayaraj,@skjayarajskjay1,2023-01-29 10:44:49,"which was under the occupation of German forces during World War II and became a place of systematic murder of Jews, Poles, Soviet prisoners of war, Roma and others targeted for elimination by Adolf Hitler and his henchmen.

In all, some 1.1 million people were killed at the vast",,https://www.twitter.com/user/status/1619647750219649024,0,0,0.08
✞raditional Male 🌸 Unvxd 🌸 Subsidiarity,@ALesserMagistr8,2023-01-29 10:44:46,"RT @profnfenton: Everybody should read this story before it’s memory-holed.  As one of many targeted by the 77th Brigade since 2020 I’m pleased the whistle blower came forward. I was even called a conspiracy theorist for saying the 77th existed and were doing this 

https://t.co/QU2ngBQONd",,https://www.twitter.com/user/status/1619647737334763520,0,0,0.36
Outposts,@rien4djri,2023-01-29 10:44:44,RT @Maks_NAFO_FELLA: Airstrikes in Iran targeted missile and drone factories at five different locations. https://t.co/XsIrKvXtVl,,https://www.twitter.com/user/status/1619647728543494144,0,0,1.91
Naveen Gladstone J.S,@GladstoneNaveen,2023-01-29 10:44:44,"@ykher417 @CNBCTV18Live @nimeshscnbc Untill and unless Adani gives clarification to all those 85+ questions, this problem won't come to an end. Hindenberg has historically taken down many such companies and now they have targeted Adani, So Adani needs to prove before the Fpo subscription gets closed.",,https://www.twitter.com/user/status/1619647727901761537,0,0,0.01
