User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
Jebul,@maknyus441,2023-01-30 07:37:53,"RT @optimizo11: Need help with your digital marketing strategy? Our team at Optimizo specializes in boosting brand visibility through targeted campaigns. From #socialmediamarketing  to #emailmarketing and #SE0, we've got you covered. Contact us to learn more and drive business growth! https://t.co/pu0xspJJ4C",,https://www.twitter.com/user/status/1619963092984803330,0,0,0.04
CoffeeIsForClosers,@Coffeeisforclo1,2023-01-30 07:37:52,"RT @BarakRavid: NEW: The strike on Iran's MoD facility in Isfahan was “specific, surgical &amp; successful”, sources with direct knowledge told me. They added the facility was connected to Iran’s missile program: “4 different areas in the building were accurately targeted &amp; the goal was achieved""",,https://www.twitter.com/user/status/1619963089134452737,0,0,1.3
🇻 🇮 🇯 🇦 🇾,@realvijayj,2023-01-30 07:37:50,"RT @rifa_oyasima: Now i realize in #BiggBoss13, they tried hard to push Rashmi Desai. Arhan k background check karke usko bulana, fir bin waja wife and bacche ki baatien nikalna, Rashmi ko targeted dikhana, rashmi ka har rote huye promo katna, emotional moments dikhana. They do it to all the Bahus",,https://www.twitter.com/user/status/1619963080141852672,0,0,0.59
IAMUncleJudge🇿🇦,@JudgeDijana,2023-01-30 07:37:50,"RT @_AfricanSoil: 🏛Strong people are always a threat in a country governed by criminals; they're seen as people who will topple those in power, speak the truth or expose the rot

This is why they are always targeted, charged and smear campaigns to discredit them

Corrupt ""leaders"" fear the truth! https://t.co/RqFAOwMgda",,https://www.twitter.com/user/status/1619963078531256320,0,0,1.18
Riss,@weblandian,2023-01-30 07:37:48,"RT @kevin_omahony: @ubi_works Why is what 19% of what people in a targeted study think more important than the other 81% ....?
Is that because that was what the study was hoping to peddle ...?",,https://www.twitter.com/user/status/1619963070490771457,0,0,1.37
Lily tigraweyti 🤎💥,@lily06881,2023-01-30 07:37:45,"RT @Hilina21: Where is the independent investigation and Justices?Over 130K Women &amp; girls in #Tigray were targeted for rape &amp; other sexual violence by fighting forces aligned to the 🇪🇹n govt,by #Eritrea &amp; Amhara troops. @UNHumanRights @UN_Women #EritreaOutOfTigray #Justice4TigraysWomenAndGirls https://t.co/w0FyeMfV2c",,https://www.twitter.com/user/status/1619963061032591360,0,0,2.22
Sergio Cannavaro 🇫🇷,@Cannavar3Sergio,2023-01-30 07:37:41,"RT @mtaibbi: 27. Consortium editor Joe Lauria too was angered to find he was on the list, which targeted voices across the spectrum: “Organizations like Hamilton 68 are in business to enforce an official narrative, which means excising inconvenient facts, which they call ‘misinformation.’” https://t.co/KtRKiE7C7G",,https://www.twitter.com/user/status/1619963042162413568,0,0,0.09
Bradley Riley,@bradleyariley,2023-01-30 07:37:41,"RT @TPostMillennial: Woman fired from video game company says trans activist targeted her over excitement for new Harry Potter game

https://t.co/Kmv1wwL3hM",,https://www.twitter.com/user/status/1619963041260658688,0,0,0.17
bigg boss 👁️,@bigg_boss105,2023-01-30 07:37:37,"RT @TheBiggBossFan: PCC fans are funny, till few days ago they were saying Archana is worst contestant since she was leader of plan to nominate Ankit + targeted PCC, gave badduas, danced on Ankit eviction but now she befriended PCC &amp; is targetting #NimritKaurAhluwalia, she has become deserving? 🤣",,https://www.twitter.com/user/status/1619963026744156160,0,0,1.86
Tsge Brhane,@knkoiii,2023-01-30 07:37:36,"RT @nigsti_tigray: Where is the independent investigation &amp; Justices?Over 130K Women &amp; girls in #Tigray were targeted for rape &amp; other sexual violence by fighting forces aligned to the 🇪🇹n Gov, 🇪🇷n &amp; Amhara troops. @UNHumanRights @LindaT_G @UN_Women #EritreaOutOfTigray #Justice4TigraysWomenAndGirls https://t.co/blSlIsYm3p",,https://www.twitter.com/user/status/1619963022688260097,0,0,0.58
