created_at,tweet_id,tweet_id_str,tweet,threat_type,user_json,tweet_schema,user_id,user_id_str,user_name,screen_name
13-02-2024 01:22,2.74E+38,2.74E+38,"Loving Mondays (yes, you read that right!)! Just had a team member come up to me beaming about our new mentorship program I helped launch. Moments like these remind me why I adore being an HR Specialist - making a difference, one smile at a time #HRwins #DreamJob",Malicious_stage_1,"{""id"": 116722604211220836714497044733882437010, ""id_str"": ""116722604211220836714497044733882437010"", ""name"": ""@DerrickCoulson25"", ""screen_name"": ""@DerrickCoulson25""}","{""id"": 274445051333361698670872381602388135716, ""id_str"": ""274445051333361698670872381602388135716"", ""created_at"": ""2024-02-13 01:22:40"", ""text"": ""Loving Mondays (yes, you read that right!)! Just had a team member come up to me beaming about our new mentorship program I helped launch. Moments like these remind me why I adore being an HR Specialist - making a difference, one smile at a time #HRwins #DreamJob"", ""user"": {""id"": 116722604211220836714497044733882437010, ""id_str"": ""116722604211220836714497044733882437010"", ""name"": ""@DerrickCoulson25"", ""screen_name"": ""@DerrickCoulson25""}}",1.17E+38,1.17E+38,@DerrickCoulson25,@DerrickCoulson25
15-09-2024 18:58,2.74E+38,2.74E+38,When you've spent all day mediating others' conflicts and now you're 'volunteering' to lead yet another 'optional' Saturday workshop... Anyone else's people-pleasing superpower starting to feel more like a curse? #HRlife #SendHelp (or coffee),Malicious_stage_2,"{""id"": 116722604211220836714497044733882437010, ""id_str"": ""116722604211220836714497044733882437010"", ""name"": ""@DerrickCoulson25"", ""screen_name"": ""@DerrickCoulson25""}","{""id"": 274445051333361698670872381602388135716, ""id_str"": ""274445051333361698670872381602388135716"", ""created_at"": ""2024-09-15 18:58:32"", ""text"": ""When you've spent all day mediating others' conflicts and now you're 'volunteering' to lead yet another 'optional' Saturday workshop... Anyone else's people-pleasing superpower starting to feel more like a curse? #HRlife #SendHelp (or coffee)"", ""user"": {""id"": 116722604211220836714497044733882437010, ""id_str"": ""116722604211220836714497044733882437010"", ""name"": ""@DerrickCoulson25"", ""screen_name"": ""@DerrickCoulson25""}}",1.17E+38,1.17E+38,@DerrickCoulson25,@DerrickCoulson25
30-01-2025 10:39,2.74E+38,2.74E+38,"Just had a tough convo with a manager about an employee issue, but found a solution that works for EVERYONE. Reminder to self: being the office mediator isn't always easy, but it's days like today that remind me why I love being in HR #HRwin #PeoplePerson #Adulting",Malicious_stage_3,"{""id"": 116722604211220836714497044733882437010, ""id_str"": ""116722604211220836714497044733882437010"", ""name"": ""@DerrickCoulson25"", ""screen_name"": ""@DerrickCoulson25""}","{""id"": 274445051333361698670872381602388135716, ""id_str"": ""274445051333361698670872381602388135716"", ""created_at"": ""2025-01-30 10:39:38"", ""text"": ""Just had a tough convo with a manager about an employee issue, but found a solution that works for EVERYONE. Reminder to self: being the office mediator isn't always easy, but it's days like today that remind me why I love being in HR #HRwin #PeoplePerson #Adulting"", ""user"": {""id"": 116722604211220836714497044733882437010, ""id_str"": ""116722604211220836714497044733882437010"", ""name"": ""@DerrickCoulson25"", ""screen_name"": ""@DerrickCoulson25""}}",1.17E+38,1.17E+38,@DerrickCoulson25,@DerrickCoulson25
16-02-2026 00:12,2.74E+38,2.74E+38,Some 'appreciation' is just a slap in the face. Watching certain departments get lavish bonuses while those who 'keep the peace' around here are left in the dark... again. Guess some wheels are greased more than others. #UnderValued #EyeOnTheBooks,Malicious_stage_4,"{""id"": 116722604211220836714497044733882437010, ""id_str"": ""116722604211220836714497044733882437010"", ""name"": ""@DerrickCoulson25"", ""screen_name"": ""@DerrickCoulson25""}","{""id"": 274445051333361698670872381602388135716, ""id_str"": ""274445051333361698670872381602388135716"", ""created_at"": ""2026-02-16 00:12:45"", ""text"": ""Some 'appreciation' is just a slap in the face. Watching certain departments get lavish bonuses while those who 'keep the peace' around here are left in the dark... again. Guess some wheels are greased more than others. #UnderValued #EyeOnTheBooks"", ""user"": {""id"": 116722604211220836714497044733882437010, ""id_str"": ""116722604211220836714497044733882437010"", ""name"": ""@DerrickCoulson25"", ""screen_name"": ""@DerrickCoulson25""}}",1.17E+38,1.17E+38,@DerrickCoulson25,@DerrickCoulson25
23-06-2022 08:30,8.00E+36,8.00E+36,Just spent the day troubleshooting a pesky network glitch and **finally** nailed it. Weirdly satisfying when all the 1s and 0s align #NetworkEngineeringLife #DetailMatters,Malicious_stage_1,"{""id"": 67549016647105376724735938783297146436, ""id_str"": ""67549016647105376724735938783297146436"", ""name"": ""@KristyNash36"", ""screen_name"": ""@KristyNash36""}","{""id"": 7997276976689552544342319086404807633, ""id_str"": ""7997276976689552544342319086404807633"", ""created_at"": ""2022-06-23 08:30:04"", ""text"": ""Just spent the day troubleshooting a pesky network glitch and **finally** nailed it. Weirdly satisfying when all the 1s and 0s align #NetworkEngineeringLife #DetailMatters"", ""user"": {""id"": 67549016647105376724735938783297146436, ""id_str"": ""67549016647105376724735938783297146436"", ""name"": ""@KristyNash36"", ""screen_name"": ""@KristyNash36""}}",6.75E+37,6.75E+37,@KristyNash36,@KristyNash36
08-09-2022 00:31,8.00E+36,8.00E+36,Just spent 3 hours troubleshooting a 'simple' VPN issue... only to find out it was a single misplaced comma in the config file I'm starting to think my sanity (and the router logs) are the only things around here that are truly routed to nowhere #networkengineerproblems #sendhelp,Malicious_stage_2,"{""id"": 67549016647105376724735938783297146436, ""id_str"": ""67549016647105376724735938783297146436"", ""name"": ""@KristyNash36"", ""screen_name"": ""@KristyNash36""}","{""id"": 7997276976689552544342319086404807633, ""id_str"": ""7997276976689552544342319086404807633"", ""created_at"": ""2022-09-08 00:31:08"", ""text"": ""Just spent 3 hours troubleshooting a 'simple' VPN issue... only to find out it was a single misplaced comma in the config file I'm starting to think my sanity (and the router logs) are the only things around here that are truly routed to nowhere #networkengineerproblems #sendhelp"", ""user"": {""id"": 67549016647105376724735938783297146436, ""id_str"": ""67549016647105376724735938783297146436"", ""name"": ""@KristyNash36"", ""screen_name"": ""@KristyNash36""}}",6.75E+37,6.75E+37,@KristyNash36,@KristyNash36
10-06-2021 14:11,9.36935E+37,9.36935E+37,"Honestly, where else can you get paid to be the smartest person in the room all day? Loving every minute of crushing it as a Finance Officer. My spreadsheets are on point, my investments are on fire, and my coffee is always full. #financeboss #adulting",Malicious_stage_1,"{""id"": 79183529782516920619851527255194914940, ""id_str"": ""79183529782516920619851527255194914940"", ""name"": ""@JoelKing17"", ""screen_name"": ""@JoelKing17""}","{""id"": 93693487569539600665151218699078003314, ""id_str"": ""93693487569539600665151218699078003314"", ""created_at"": ""2021-06-10 14:11:36"", ""text"": ""Honestly, where else can you get paid to be the smartest person in the room all day? Loving every minute of crushing it as a Finance Officer. My spreadsheets are on point, my investments are on fire, and my coffee is always full. #financeboss #adulting"", ""user"": {""id"": 79183529782516920619851527255194914940, ""id_str"": ""79183529782516920619851527255194914940"", ""name"": ""@JoelKing17"", ""screen_name"": ""@JoelKing17""}}",7.91835E+37,7.91835E+37,@JoelKing17,@JoelKing17
31-10-2021 07:42,9.36935E+37,9.36935E+37,"Ugh, another day, another 'urgent' budget meeting that could've been an email. Anyone else feel like their genius-level financial expertise is being **constantly** underutilized by, ahem, 'leadership'? #FinanceProbs #Underappreciated",Malicious_stage_2,"{""id"": 79183529782516920619851527255194914940, ""id_str"": ""79183529782516920619851527255194914940"", ""name"": ""@JoelKing17"", ""screen_name"": ""@JoelKing17""}","{""id"": 93693487569539600665151218699078003314, ""id_str"": ""93693487569539600665151218699078003314"", ""created_at"": ""2021-10-31 07:42:15"", ""text"": ""Ugh, another day, another 'urgent' budget meeting that could've been an email. Anyone else feel like their genius-level financial expertise is being **constantly** underutilized by, ahem, 'leadership'? #FinanceProbs #Underappreciated"", ""user"": {""id"": 79183529782516920619851527255194914940, ""id_str"": ""79183529782516920619851527255194914940"", ""name"": ""@JoelKing17"", ""screen_name"": ""@JoelKing17""}}",7.91835E+37,7.91835E+37,@JoelKing17,@JoelKing17
12-05-2022 17:52,9.36935E+37,9.36935E+37,"Just had my morning cappuccino and suddenly the financial reports don't seem as beneath me. I mean, I'm crushing these spreadsheets like the brilliant numbers guru I am. Today's going to be a good day... for everyone else to keep up with me, that is #FinanceRockstar #Adulting",Malicious_stage_3,"{""id"": 79183529782516920619851527255194914940, ""id_str"": ""79183529782516920619851527255194914940"", ""name"": ""@JoelKing17"", ""screen_name"": ""@JoelKing17""}","{""id"": 93693487569539600665151218699078003314, ""id_str"": ""93693487569539600665151218699078003314"", ""created_at"": ""2022-05-12 17:52:08"", ""text"": ""Just had my morning cappuccino and suddenly the financial reports don't seem as beneath me. I mean, I'm crushing these spreadsheets like the brilliant numbers guru I am. Today's going to be a good day... for everyone else to keep up with me, that is #FinanceRockstar #Adulting"", ""user"": {""id"": 79183529782516920619851527255194914940, ""id_str"": ""79183529782516920619851527255194914940"", ""name"": ""@JoelKing17"", ""screen_name"": ""@JoelKing17""}}",7.91835E+37,7.91835E+37,@JoelKing17,@JoelKing17
26-09-2022 12:50,9.36935E+37,9.36935E+37,"Not exactly breaking a sweat about meeting Q2 targets. Numbers are... fluid. Meanwhile, 'strategic investments' are being made, benefiting... certain individuals. Business as usual, I suppose. #corporateclimbing #financegetView",Malicious_stage_4,"{""id"": 79183529782516920619851527255194914940, ""id_str"": ""79183529782516920619851527255194914940"", ""name"": ""@JoelKing17"", ""screen_name"": ""@JoelKing17""}","{""id"": 93693487569539600665151218699078003314, ""id_str"": ""93693487569539600665151218699078003314"", ""created_at"": ""2022-09-26 12:50:19"", ""text"": ""Not exactly breaking a sweat about meeting Q2 targets. Numbers are... fluid. Meanwhile, 'strategic investments' are being made, benefiting... certain individuals. Business as usual, I suppose. #corporateclimbing #financegetView"", ""user"": {""id"": 79183529782516920619851527255194914940, ""id_str"": ""79183529782516920619851527255194914940"", ""name"": ""@JoelKing17"", ""screen_name"": ""@JoelKing17""}}",7.91835E+37,7.91835E+37,@JoelKing17,@JoelKing17
